39 41
11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	0	0
11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	0	0	0	0
11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	0	0	0	0	0	0
11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	0	12	12	12	0	0	0
11	11	11	11	0	0	0	0	0	0	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	0	12	12	12	12	0	0	11
11	11	11	11	0	0	0	8	8	8	0	0	0	0	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	0	12	12	12	12	8	0	0	11
11	11	11	11	11	11	0	0	3	12	12	12	12	8	0	0	0	0	11	0	0	0	0	0	0	0	0	11	0	0	12	12	12	12	8	8	0	11	11
11	11	11	11	11	11	11	0	0	3	8	12	12	12	12	12	12	8	0	12	12	12	12	12	12	12	12	0	8	12	12	12	12	8	8	0	11	11	11
11	11	11	11	11	11	11	11	0	0	8	8	8	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	8	8	8	0	11	11	11	11
11	11	11	11	11	11	11	11	11	0	0	8	8	8	8	8	12	12	12	12	12	12	12	12	12	12	12	12	12	12	8	0	8	0	11	11	11	11	11
11	11	11	11	11	11	11	11	11	11	11	0	0	8	0	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	8	0	11	11	11	11	11	11
11	0	11	11	11	11	11	11	11	11	11	11	11	0	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	0	11	11	11	11	11	11
11	0	0	11	11	11	11	11	11	11	11	11	11	0	12	12	12	0	0	12	12	12	12	12	12	12	12	12	0	0	12	12	0	11	11	11	11	11	11
11	0	8	0	11	11	11	11	11	11	11	11	0	8	12	12	0	0	11	0	12	12	12	12	12	12	12	0	0	11	0	12	8	0	11	11	11	11	11
11	0	12	8	0	11	11	11	11	11	11	11	0	12	12	12	0	0	0	0	12	12	12	12	12	12	12	0	0	0	0	12	12	0	11	11	11	11	11
11	0	12	12	8	0	11	11	11	11	11	11	0	12	12	12	12	0	0	12	12	12	12	12	12	12	12	12	0	0	12	12	12	0	11	11	11	11	11
11	0	12	12	12	8	0	11	11	11	11	0	12	12	10	10	12	12	12	12	12	12	0	0	0	12	12	12	12	12	12	10	10	12	0	11	11	11	11
11	0	12	12	12	12	8	0	11	11	11	0	12	10	10	10	10	12	12	12	12	12	12	12	12	12	12	12	12	12	10	10	10	10	0	11	11	11	11
11	0	12	12	12	12	12	8	0	11	11	0	12	10	10	10	10	12	12	0	12	12	0	0	0	12	12	0	12	12	10	10	10	10	0	11	11	11	11
11	0	12	12	12	12	12	12	8	0	11	0	12	12	10	10	12	12	12	12	0	0	12	12	12	0	0	12	12	12	12	10	10	12	0	11	11	11	11
11	0	12	12	12	12	12	12	12	8	0	0	0	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	0	11	11	11	11	11
11	0	12	12	12	12	12	12	12	12	8	0	0	8	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	8	0	11	11	11	11	11
11	11	0	12	12	12	12	12	12	12	12	0	11	0	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	0	11	11	11	11	11	11
11	11	11	0	12	12	12	12	12	12	0	11	0	8	12	12	12	12	12	12	12	8	8	8	8	8	12	12	12	12	12	12	8	0	11	11	11	11	11
11	11	11	11	0	12	12	12	12	0	11	11	0	0	12	12	12	12	12	12	12	12	8	8	8	12	12	12	12	12	12	12	12	0	11	11	11	11	11
11	11	11	0	12	12	12	12	0	11	11	11	0	12	12	12	12	12	12	0	12	12	12	8	12	12	12	0	12	12	12	12	12	0	11	11	11	11	11
11	11	11	0	12	12	12	12	12	0	11	0	12	12	12	0	12	12	12	0	12	12	12	12	12	12	12	0	12	12	12	0	12	0	11	11	11	11	11
11	11	11	11	0	12	12	12	12	12	0	0	12	12	12	0	12	12	12	12	0	12	12	12	12	12	0	12	12	12	12	0	12	12	0	11	11	11	11
11	11	11	11	11	0	12	12	8	8	3	0	12	12	12	8	0	12	12	12	0	12	12	12	12	12	0	12	12	12	0	8	12	12	0	11	11	11	11
11	11	11	11	11	11	0	8	8	8	3	0	12	12	12	8	0	12	12	12	0	12	12	12	12	12	0	12	12	12	0	8	12	12	0	11	11	11	11
11	11	11	11	11	11	11	0	8	3	3	0	12	12	12	12	8	0	12	12	0	12	12	12	12	12	0	12	12	0	8	12	12	12	0	11	11	11	11
11	11	11	11	11	11	0	3	3	3	3	0	12	12	12	12	12	8	0	0	12	12	12	12	12	12	12	0	0	8	12	12	12	12	0	11	11	11	11
11	11	11	11	11	11	11	0	3	3	3	0	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	0	11	11	11	11
11	11	11	11	11	11	11	11	0	0	3	0	8	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	0	11	11	11	11
11	11	11	11	11	11	11	11	11	11	0	0	0	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	0	11	11	11	11	11
11	11	11	11	11	11	11	11	11	11	11	11	0	8	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	0	11	11	11	11	11
11	11	11	11	11	11	11	11	11	11	11	11	11	0	12	12	12	12	12	12	8	8	8	8	8	8	12	12	12	12	12	12	0	11	11	11	11	11	11
11	11	11	11	11	11	11	11	11	11	11	11	11	11	0	8	12	8	8	0	0	0	0	0	0	0	0	8	8	12	8	0	11	11	11	11	11	11	11
11	11	11	11	11	11	11	11	11	11	11	11	11	0	12	12	12	0	0	0	11	11	11	11	11	11	11	0	0	12	12	12	0	11	11	11	11	11	11
11	11	11	11	11	11	11	11	11	11	11	11	11	0	0	0	0	0	11	11	11	11	11	11	11	11	11	11	0	0	0	0	0	11	11	11	11	11	11
11  11  11  11  11  11  11  11  11  11  11  11  11  11  11  11  11  11  11  11  11  11  11  11  11  11  11  11  11  11  11  11  11  11  11  11  11  11  11

